Number,Name,Brand,Release_Year,Concentration,Rating_Value,Rating_Count,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,Perfumers,URL
NA,Oud Yunus,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/oud-yunus
NA,Oud Yusha,Ensar Oud / Oriscent,NA,NA,8.7,5,"Smoky, Animal, Spicy, Oriental, Woody",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/oud-yusha
NA,Oud Yusuf Ensar Oud / Oriscent Eau de Parfum,Ensar Oud / Oriscent,NA,Eau de Parfum,8.3,4,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/oud-yusuf-eau-de-parfum
NA,Oud Yusuf Ensar Oud / Oriscent Oud Oil,Ensar Oud / Oriscent,NA,Oud Oil,8.7,18,"Woody, Resinous, Earthy, Green, Oriental",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/oud-yusuf-oud-oil
NA,Oud Yusuf Ensar Oud / Oriscent Pure Parfum,Ensar Oud / Oriscent,NA,Pure Parfum,8.8,131,"Woody, Oriental, Spicy, Animal, Resinous",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/oud-yusuf-pure-parfum
NA,Oud Zen,Areej Le Doré,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/Oud_Zen
NA,Oud Zhen,Areej Le Doré,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/oud-zhen
NA,Oudh Al Khaloud,Amouage,NA,NA,7,8,"Animal, Leathery, Woody, Spicy, Smoky",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/Oudh_Al_Khaloud
NA,Oudh Al Masarat,Amouage,NA,NA,8.3,4,"Resinous, Woody, Earthy, Oriental, Spicy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/Oudh_Al_Masarat
NA,Oudh Ghershoob,Nabeel,NA,NA,NA,NA,NA,"Bergamot, Vetiver","Cardamom, Oud","Amber, Mahogany, Patchouli, Vetiver",NA,https://www.parfumo.com/Perfumes/Nabeel/Oudh_Ghershoob
NA,Oudh Mubakhar,Nabeel,2016,NA,NA,NA,NA,Ambergris,"Argania, Citrus fruits, Henna",Woody notes,NA,https://www.parfumo.com/Perfumes/Nabeel/Oudh_Mubakhar
NA,Overture Man,Amouage,2019,NA,8,368,"Spicy, Woody, Smoky, Resinous, Oriental","Cognac, Grapefruit, Cumin, Cardamom, Ginger, Nutmeg, Saffron","Labdanum, Myrrh, Benzoin, Geranium, Mastic absolute, Patchouli, Cinnamon","Frankincense, Animalic notes, Sandalwood, Smoked leather, Clary sage absolute",Karine Vinchon-Spehner,https://www.parfumo.com/Perfumes/Amouage/overture-man
NA,Overture Woman,Amouage,2020,NA,7.6,92,"Spicy, Fruity, Leathery, Sweet, Resinous","Apple brandy, Saffron, Bergamot","Benzoin, Cinnamon, Myrrh, Rosa centifolia, Geranium","Leather, Labdanum, Frankincense",Annick Ménardo,https://www.parfumo.com/Perfumes/Amouage/overture-woman
NA,Oxytocin,Aaron Terence Hughes,2020,NA,8.1,66,"Spicy, Oriental, Floral, Sweet, Gourmand",Turkish damask rose absolute,"Tonka bean, Spices, Tree moss, Bourbon vanilla, Chocolate","Musk, Patchouli, Ambergris, Thai oud","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/oxytocin
NA,Ozone,Aaron Terence Hughes,2020,NA,7.7,139,"Sweet, Citrus, Fresh, Creamy, Fruity","Lime, Ozone","Coconut, Spearmint, Mocha","Driftwood, Sensual skin accord, Ambergris, Patchouli","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/ozone
NA,Ozone,Aaron Terence Hughes,2023,NA,8.7,42,"Fresh, Citrus, Sweet, Woody, Aquatic","Spearmint, Bergamot, Lemon, Lime","Coconut, Ambroxan, Mocha, Ozone","Ambergris, White musk, Driftwood, Patchouli","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/ozone-2023
NA,Papua Pua,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/papua-pua
NA,Papuya,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/papuya
NA,Paradise Soil,Areej Le Doré,2019,NA,10,2,NA,"Taif rose, Amalfi lemon, Black pepper, Bourbon geranium, Cinnamon, Ginger, Italian bergamot, Mandarin orange, Peach, Rosemary","Bulgarian rose, Turkish rose, French iris, Jasminum auriculatum, Madagascan ylang-ylang, Omani frankincense, Spanish labdanum, Decay","Bulgarian rose, Oud, Amber, American rosewood, Mysore sandalwood, Patchouli, White musk",NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/paradise-soil
NA,Parfum de la Nuit 1,Roja Parfums,2015,NA,8.2,193,"Resinous, Spicy, Woody, Oriental, Smoky",Bergamot,Cistus,"Clove, Labdanum, Tolu balm, Styrax, Cedarwood, Civet, Gaiac wood, Benzoin, Cypriol, Patchouli, Saffron, Tonka bean, Vanilla, Vetiver",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Parfum_de_la_Nuit_1
NA,Parfum de la Nuit 2,Roja Parfums,2015,NA,8.4,184,"Woody, Spicy, Oriental, Sweet, Resinous","Orange, Bergamot, Lemon",Cistus,"Rum, Cocoa, Gaiac wood, Benzoin, Labdanum, Tolu balm, Tonka bean, Vanilla, Cypriol, Patchouli, Vetiver",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Parfum_de_la_Nuit_2
NA,Parfum de la Nuit 3,Roja Parfums,2015,NA,8.7,275,"Woody, Spicy, Smoky, Resinous, Leathery","Bergamot, Artemisia","May rose, Cistus","Amyris, Frankincense, Cumin, Labdanum, Leather, Styrax, Ambergris, Gaiac wood, Saffron, Benzoin, Cardamom, Cypriol, Gurjum balsam, Juniper, Patchouli, Sandalwood, Cedarwood",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Parfum_de_la_Nuit_3
NA,Parfum Royale No. 1,Roja Parfums,2016,NA,8.6,15,"Floral, Spicy, Earthy, Leathery, Animal","Bergamot, Lemon, Sage","Grasse jasmine, Violet, Ylang-ylang","Ambrarome absolute, Birch, Cashmere wood, Castoreum, Cedarwood, Cinnamon, Civet, Clove, Copaiba balsam, Costus, Gaiac wood, Iris, Labdanum, Musk, Oakmoss, Oud, Patchouli, Saffron, Sandalwood, Suede, Tolu balm, Tonka bean, Vanilla, Violet leaf",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Parfum_Royale_No_1
NA,Parfum Royale No. 2,Roja Parfums,2016,NA,8.7,9,"Animal, Spicy, Resinous, Woody, Smoky","Bergamot, Lemon","Blackcurrant bud, Coconut, Grasse jasmine, Immortelle, May rose, Violet, Ylang-ylang","Canary Islands juniper, Cistus, Clove, Cumin, Iris, Labdanum, Leather, Musk, Oakmoss, Patchouli, Pepper",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Parfum_Royale_No_2
NA,Parfum Royale No. 3,Roja Parfums,2016,NA,9,18,"Woody, Resinous, Spicy, Oriental, Leathery","Bergamot, Thyme","Geranium, May rose, Raspberry","Vanilla, Cedarwood, Cistus, Labdanum, Musk, Patchouli, Sandalwood",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Parfum_Royale_No_3
NA,Parfum Royale No. 4,Roja Parfums,2017,NA,8.5,8,"Floral, Animal, Sweet, Green, Powdery",Mandarin orange,"Grasse jasmine, Heliotrope, May rose, Tuberose, Violet, Ylang-ylang","Benzoin, Birch, Cashmere wood, Cinnamon, Clove, Cypriol, Fir balsam, Grass, Labdanum, Musk, Oakmoss, Oud, Patchouli, Saffron, Sandalwood, Vanilla",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Parfum_Royale_No_4
NA,Parfum Royale No. 5,Roja Parfums,2017,NA,8.2,11,"Floral, Spicy, Resinous, Fruity, Leathery","Aldehydes, Bergamot, Grapefruit, Orange, Petitgrain","Apple, Blackcurrant, Cistus, Grasse jasmine, Heliotrope, May rose, Orange blossom, Peach, Tuberose, Violet","Aniseed, Benzoin, Birch, Cedarwood, Clove, Cumin, Cypriol, Frankincense, Gaiac wood, Galbanum, Labdanum, Leather, Mastic, Musk, Nutmeg, Oakmoss, Patchouli, Tonka bean, Vetiver",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Parfum_Royale_No_5
NA,Paris - Édimbourg,Chanel,2020,NA,8,297,"Green, Fresh, Citrus, Spicy, Woody",NA,NA,NA,Olivier Polge,https://www.parfumo.com/Perfumes/Chanel/paris-edimbourg
NA,Paris - Biarritz,Chanel,2018,NA,7.7,215,"Citrus, Fresh, Floral, Green, Fruity",NA,NA,NA,Olivier Polge,https://www.parfumo.com/Perfumes/Chanel/Paris__Biarritz
NA,Paris - Deauville,Chanel,2018,NA,8,323,"Fresh, Green, Citrus, Spicy, Fruity",NA,NA,NA,Olivier Polge,https://www.parfumo.com/Perfumes/Chanel/Paris__Deauville
NA,Paris - Paris,Chanel,2022,NA,7.9,185,"Floral, Fresh, Citrus, Green, Spicy",NA,NA,NA,Olivier Polge,https://www.parfumo.com/Perfumes/Chanel/paris-paris
NA,Paris - Riviera,Chanel,2019,NA,7.8,281,"Floral, Fresh, Citrus, Creamy, Fruity",NA,NA,NA,Olivier Polge,https://www.parfumo.com/Perfumes/Chanel/Paris__Riviera
NA,Paris - Venise,Chanel,2018,NA,8,368,"Creamy, Floral, Fresh, Sweet, Powdery",NA,NA,NA,Olivier Polge,https://www.parfumo.com/Perfumes/Chanel/Paris__Venise
NA,Patchouli Musk,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/patchouli-musk
NA,Patchouli Noir,Aaron Terence Hughes,2020,NA,7.1,39,"Earthy, Spicy, Woody, Sweet, Gourmand",Spices,"Dark chocolate, Tonka bean, Patchouli, Dry woods","Amber, Dirt, Leather, Moss, Sensual skin accord, Smoke, Sandalwood","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/patchouli-noir
NA,Patchouli Noir,Aaron Terence Hughes,2021,NA,6.1,11,"Spicy, Gourmand, Sweet, Synthetic, Woody",Bergamot,"Nutmeg, Cinnamon, Coconut, Ginger, Woods","Patchouli, Sensual skin accord, Almond, Bourbon vanilla, Dark chocolate, Rum, Tonka bean","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/patchouli-noir-2021
NA,Pattani SQ,Ensar Oud / Oriscent,NA,NA,7,2,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/pattani-sq
NA,People's Ceylon,Ensar Oud / Oriscent,2017,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/People_s_Ceylon
NA,People's Kampot,Ensar Oud / Oriscent,NA,NA,8.1,4,"Earthy, Fruity, Woody, Leathery, Resinous",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/people-s-kampot
NA,People's Pursat,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/People_s_Pursat
NA,People's Silani,Ensar Oud / Oriscent,NA,NA,8.1,27,"Fruity, Resinous, Woody, Sweet, Fresh",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/people-s-silani
NA,Pink Papua,Ensar Oud / Oriscent,NA,NA,8.2,13,"Floral, Woody, Sweet, Oriental, Fresh",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/Pink_Papua
NA,Pink Papua: Jayapula,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/pink-papua-jayapula
NA,Pink Papua: Muana,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/pink-papua-muana
NA,Pink Papua: Purple Kinam,Ensar Oud / Oriscent,2024,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/pink-papua-purple-kinam
NA,Pinoy,Ensar Oud / Oriscent,NA,NA,9.3,2,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/pinoy
NA,Pinoy Pinoy LTD,Ensar Oud / Oriscent,NA,NA,7.9,9,"Fresh, Woody, Spicy, Aquatic, Green",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/pinoy-pinoy-ltd
NA,Platinum Égoïste Chanel 1993 Eau de Toilette,Chanel,1993,Eau de Toilette,NA,NA,"Fresh, Spicy, Green, Woody, Fougère","Lavender, Neroli, Petitgrain, Rosemary","Clary sage, Geranium, Galbanum, Jasmine","Cedar, Oakmoss, Sandalwood, Amber, Vetiver",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Platinum_Egoiste_Eau_de_Toilette
NA,Platinum Égoïste Chanel 1993 Lotion Après Rasage,Chanel,1993,Lotion Après Rasage,8.6,18,"Fresh, Green, Spicy, Fougère, Woody","Lavender, Neroli, Petitgrain, Rosemary","Clary sage, Geranium, Galbanum, Jasmine","Cedar, Oakmoss, Sandalwood, Amber, Vetiver",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Platinum_Egoiste_Lotion_Apres_Rasage
NA,Plumeria de Orris,Areej Le Doré,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/plumeria-de-orris
NA,Port Archie,Ensar Oud / Oriscent,NA,NA,8.5,4,"Oriental, Woody, Earthy, Animal",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/port-archie
NA,Port Moresby,Ensar Oud / Oriscent,NA,NA,9,3,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/port-moresby
NA,Portrayal Man,Amouage,2019,NA,7.9,317,"Woody, Floral, Green, Fresh, Spicy",Violet leaf,Java vetiver,Cade juniper,Pierre Negrin,https://www.parfumo.com/Perfumes/Amouage/Portrayal_Man
NA,Portrayal Woman,Amouage,2019,NA,7.8,234,"Floral, Sweet, Spicy, Creamy, Oriental",Jasmine,"Tobacco, Vanilla",Elemi resin,"Annick Ménardo, Pierre Negrin",https://www.parfumo.com/Perfumes/Amouage/Portrayal_Woman
NA,Pour Monsieur A Gentleman's Cologne / For Men Chanel 1955 Eau de Toilette,Chanel,1955,Eau de Toilette,8.2,677,"Citrus, Fresh, Spicy, Chypre, Woody","Lemon, Neroli, Vervain, Orange","Basil, Ginger, Cardamom, Coriander","Oakmoss, Vetiver, Cedarwood",Henri Robert,https://www.parfumo.com/Perfumes/Chanel/Pour_Monsieur_A_Gentleman_s_Cologne_For_Men
NA,Pour Monsieur Chanel 1955 Lotion Après Rasage,Chanel,1955,Lotion Après Rasage,8.8,12,"Citrus, Chypre, Fresh, Woody, Spicy","Lemon, Neroli, Vervain, Orange","Basil, Ginger, Cardamom, Coriander","Oakmoss, Vetiver, Cedarwood",Henri Robert,https://www.parfumo.com/Perfumes/Chanel/Pour_Monsieur_Lotion_Apres_Rasage
NA,Pour Monsieur Chanel 1989 Eau de Toilette Concentrée,Chanel,1989,Eau de Toilette Concentrée,7.7,149,"Spicy, Citrus, Woody, Powdery, Chypre","Mandarin orange, Lavender, Petitgrain","Cardamom, Nutmeg","Oakmoss, Opoponax, Vanilla, Vetiver",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Pour_Monsieur_Eau_de_Toilette_Concentree
NA,Pour Monsieur Chanel 1989 Lotion Après Rasage Concentrée,Chanel,1989,Lotion Après Rasage Concentrée,NA,NA,NA,"Mandarin orange, Lavender, Petitgrain","Cardamom, Nutmeg","Oakmoss, Opoponax, Vanilla, Vetiver",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Pour_Monsieur_Lotion_Apres_Rasage_Concentree
NA,Pour Monsieur Chanel 2014 Eau de Parfum,Chanel,2014,Eau de Parfum,8.2,270,"Citrus, Chypre, Spicy, Fresh, Woody","Mandarin orange, Lavender, Petitgrain","Cardamom, Nutmeg","Oakmoss, Opoponax, Vanilla, Vetiver",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Pour_Monsieur_Eau_de_Parfum
NA,Pour Monsieur Vaporisateur de Voyage,Chanel,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Chanel/Pour_Monsieur_Vaporisateur_de_Voyage
NA,Private Blend,Ensar Oud / Oriscent,2019,NA,9.2,47,"Animal, Spicy, Oriental, Woody, Fruity",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/private-blend
NA,Private Blend: Hailam Kilam,Ensar Oud / Oriscent,2024,NA,9.7,24,"Spicy, Woody, Creamy, Animal, Sweet",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/private-blend-hailam-kilam
NA,Private Blend: Jayapula,Ensar Oud / Oriscent,2023,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/private-blend-jayapula
NA,Private Ghalia: Maluku,Ensar Oud / Oriscent,2023,NA,9.8,2,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/private-ghalia-maluku
NA,Pulse of Emirates,Nabeel,NA,NA,NA,NA,NA,"Apple, Bergamot, Blackcurrant, Pineapple, Rose","Birch, Jasmine, Juniper, Patchouli","Amber, Moss, Tree moss, Vanilla",NA,https://www.parfumo.com/Perfumes/Nabeel/Pulse_of_Emirates
NA,Pulse of the Gulf,Nabeel,2007,NA,7.1,8,"Green, Spicy, Woody, Resinous, Earthy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Nabeel/Pulse_of_the_Gulf
NA,Purple Haze,Ensar Oud / Oriscent,2023,NA,8.4,21,"Sweet, Fruity, Floral, Resinous, Spicy","Hyacinth, Rosewood, Sichuan pepper, Silver fir","Blue lotus, Cassia blossom, Indian damask rose, Jasmine, Raspberry","Chinese toon, Malayan oud, Orris butter, Oud, Papua oud, Tonkin musk, Vanilla absolute, Vetiver, Vietnamese oud",NA,https://www.parfumo.com/Perfumes/ensar-oud/purple-haze
NA,Purple Haze: Purple Heart,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/purple-haze-purple-heart
NA,Purple Kinam Ensar Oud / Oriscent 2021 Pure Parfum,Ensar Oud / Oriscent,2021,Pure Parfum,8.2,34,"Spicy, Floral, Woody, Animal, Leathery",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/purple-kinam-pure-parfum
NA,Purple Kinam Ensar Oud / Oriscent Oud Oil,Ensar Oud / Oriscent,NA,Oud Oil,8.7,8,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/purple-kinam-oud-oil
NA,Purple Kinam: Oud Mahmoud,Ensar Oud / Oriscent,2023,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/purple-kinam-oud-mahmoud
NA,Purple Murple,Ensar Oud / Oriscent,2024,NA,5.3,3,"Smoky, Synthetic, Leathery, Woody, Resinous",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/purple-murple
NA,Purple Papua,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/Purple_Papua
NA,Purple Rain Attar,Ensar Oud / Oriscent,NA,NA,9.2,16,"Oriental, Sweet, Woody, Fruity, Floral",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/purple-rain-attar
NA,Purple Rain Ensar Oud / Oriscent Pure Parfum,Ensar Oud / Oriscent,NA,Pure Parfum,9.5,19,"Woody, Spicy, Sweet, Oriental, Resinous",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/purple-rain-pure-perfume
NA,Purple Rain: Maluku,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/purple-rain-maluku
NA,Purple Rain: Papuya,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/purple-rain-papuya
NA,Purple Rain: Purple Papua,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/purple-rain-purple-papua
NA,Purple Smoke,Ensar Oud / Oriscent,2023,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/purple-smoke
NA,Purple Sultani,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/purple-sultani
NA,Purpose,Amouage,2023,NA,7.6,169,"Spicy, Woody, Smoky, Resinous, Green","Frankincense, Pimento, Pink pepper, Bergamot","Rose, Papyrus, Sandalwood, Vetiver","Akigalawood®, Mystikal®, Saffron, Suede",Quentin Bisch,https://www.parfumo.com/Perfumes/Amouage/purpose
NA,Pursat 2005,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/pursat-2005
NA,Pusong LTD,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/pusong-ltd
NA,Qahwa Blanca Ensar Oud / Oriscent Attar,Ensar Oud / Oriscent,NA,Attar,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/qahwa-blanca-attar
NA,Qahwa Blanca Ensar Oud / Oriscent Eau de Parfum,Ensar Oud / Oriscent,NA,Eau de Parfum,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/qahwa-blanca-eau-de-parfum
NA,Qahwa Nera,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/qahwa-nera
NA,Qamariyya Ensar Oud / Oriscent 2024 Attar,Ensar Oud / Oriscent,2024,Attar,NA,NA,"Woody, Floral, Fruity, Citrus, Animal",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/qamariyya-attar
NA,Qamariyya Ensar Oud / Oriscent 2024 Pure Parfum,Ensar Oud / Oriscent,2024,Pure Parfum,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/qamariyya-pure-parfum
NA,Qamarun,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/qamarun
NA,Qatar,Roja Parfums,2017,NA,8.2,248,"Oriental, Spicy, Sweet, Woody, Fruity",Citrus notes,"May rose, Peach, Grasse jasmine, Pear, Violet","Musk, Oud, Cashmere wood, Clove, Cotton candy, Saffron, Ambergris, Benzoin, Birch, Patchouli, Sandalwood, Styrax, Cedar, Cedarwood, Iris, Labdanum, Vanilla",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Qatar
NA,Qawafi,Nabeel,NA,NA,NA,NA,NA,"Elemi resin, Pomegranate, Raspberry, Spearmint","Cedar, Clove","Amber, Musk, Patchouli",NA,https://www.parfumo.com/Perfumes/Nabeel/Qawafi
NA,Qi Chuan Qinan,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/qi-chuan-qinan
NA,Qi Nan,Ensar Oud / Oriscent,NA,NA,8.9,32,"Green, Spicy, Woody, Sweet, Oriental","Apple, Betel pepper, Cardamom, Cypress, Sichuan pepper","Beeswax, Blue lotus, Juniper berry, Rosemary, Ylang-ylang","Ambergris, Cambodian oud, Chinese oud, Musk, Vietnamese oud",NA,https://www.parfumo.com/Perfumes/ensar-oud/qi-nan
NA,Qi Nan Ghalia,Ensar Oud / Oriscent,NA,NA,8.9,7,"Green, Woody, Earthy, Resinous, Spicy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/qi-nan-ghalia
NA,Qi Nan: Kalbar 3000,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,"Apple, Betel pepper, Cardamom, Cypress, Sichuan pepper","Beeswax, Blue lotus, Juniper berry, Rosemary, Ylang-ylang","Ambergris, Borneo oud, Cambodian oud, Chinese oud, Tonkin musk, Vietnamese oud",NA,https://www.parfumo.com/Perfumes/ensar-oud/qi-nan-kalbar-3000
NA,Qi Nan: Kynam,Ensar Oud / Oriscent,2024,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/qi-nan-kynam
NA,Qi Nan: Ya Chuan,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/qi-nan-ya-chuan
NA,Quds,Ensar Oud / Oriscent,NA,NA,8.8,2,"Floral, Spicy, Animal",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/quds
NA,Raboob,Nabeel,NA,NA,NA,NA,NA,"Bergamot, Jasmine, Lemon, Oriental notes, Oud, Rose, Saffron, Tagetes, White blossoms","Cardamom, Cashmere, Cedarwood, Honey, Lily of the valley, Rose, Sage, Ylang-ylang","Amber, Animalic notes, Gurjum balsam, Leather, Oakmoss, Patchouli, Precious woods, Sandalwood, Vetiver, Vietnamese oud, White musk","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/Raboob
NA,Raunaq,Nabeel,NA,NA,NA,NA,NA,"Bergamot, Blackcurrant, Honey, Rose","Geranium, Hyacinth, Jasmine, Patchouli, Plum, Vanilla","Oakmoss, Praliné, Tonka bean, White musk",NA,https://www.parfumo.com/Perfumes/Nabeel/Raunaq
NA,Raw Cherry,Aaron Terence Hughes,2022,NA,8,91,"Fruity, Sweet, Woody, Spicy, Gourmand","Cherry liqueur, Sour cherry, Lemon, Mandarin orange","Dark chocolate, Tonka bean, Woody notes","Nutmeg, Thai oud, Vanilla, Amaretto, Turkish damask rose","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/raw-cherry
NA,Raw Cherry Extreme,Aaron Terence Hughes,2024,NA,8.3,18,"Sweet, Fruity, Gourmand, Creamy, Powdery","Bergamot, Black cherry","Ambrette seed, Bourbon vanilla, Dark chocolate, Plum, Tonka bean","Benzoin, Gaiac wood, Nutmeg, Patchouli, Sandalwood, Thai oud, Ylang-ylang","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/raw-cherry-extreme
NA,Rayaheen,Amouage,2012,NA,8.8,12,"Spicy, Woody, Floral, Smoky, Oriental",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/Rayaheen
NA,Rayeq,Nabeel,2003,NA,NA,NA,NA,"Lemon, Litsea cubeba, Spearmint",Marjoram,"Pine, Silver fir, Mud",NA,https://www.parfumo.com/Perfumes/Nabeel/Rayeq
